title,price
"CIUDAD DE LA PAZ 100, Piso 4",USD 126.000
"Av Cordoba 5800, Piso 1",USD 199.000
Soler 4800,Consultar precio
Av. Raul Scalabrini Ortiz 2000,USD 350.000
Paraguay 5200,USD 149.000
Santa Fe al 3600,USD 223.000
"Pavon 2400, Piso 8",USD 59.000
"Sarandi 1000, Piso 8",USD 87.200
Entre Ríos e/ Juan de Garay y Brasil,USD 59.000
SARANDI 1400,USD 55.000
San Juan  1874,USD 77.000
SARANDI 1000.-,USD 75.000
"Dean Funes 1100, Piso 1",USD 150.000
"Constitución  1700, Piso 1",USD 52.000
San Benito De Palermo 1600,USD 170.000
"Julian Alvarez 1400, Piso 19",USD 165.000
Avenida Santa Fe 5300,USD 192.000
Av. Cordoba 3500,USD 69.000
Constitucion 2100,USD 79.000
Sarandi al 1000,USD 44.980
Pavón  al 1900,USD 62.000
San Juan 2400,USD 99.000
Dean Funes  900,USD 49.000
"San Jose 900, Piso 5",USD 120.000
"Oruro 1100, Piso 1",USD 118.800
Sarandi 1200,USD 95.000
Arenales 3600,USD 370.000
Luis Maria Campos  100,USD 140.000
"Carlos Calvo 2100, Piso 9",USD 96.000
Av. San Juan al 2700,USD 109.000
Uriarte 2400,USD 110.000
"Jeronimo Salguero 1647 , Piso 1",USD 280.000
La Rioja al 1100,USD 35.000
Nicaragua 5400,USD 220.000
Republica De Eslovenia  1900,USD 240.000
J De Amenabar 200,USD 115.000
"Av Federico Lacroze 1900, Piso 17",USD 180.000
Thames 2200,USD 149.900
Av. Carlos Calvo 3200,USD 140.000
Av. Juan de Garay  1900,USD 77.000
Cochabamba 2500,USD 73.000
Salta Al 1000,USD 79.900
Rincon Al 1300,USD 45.000
"San Juan 1900, Piso 1",USD 70.000
"Humberto Primo 2600, Piso 1",USD 190.000
24 de noviembre 1600,USD 45.000
MEXICO 1800,USD 51.000
"Av. Independencia  2700 3º 2700, Piso 3º",USD 120.000
Av. Independencia  2300,USD 98.000
ESTADOS UNIDOS 1800.-,USD 98.000
ORO Fray Justo Santa Maria de  2700,USD 230.000
Jorge Newbery 2500,USD 162.000
Laprida al 1000,USD 98.000
"Mario Bravo  1100, Piso 1",USD 99.657
Charcas 5200,USD 81.000
"Humberto Primo 1900, Piso 2",USD 70.000
Soler  al 5800,USD 150.000
CARLOS CALVO 1600,USD 77.000
Sarandi al 1000,USD 76.500
AVENIDA ENTRE RIOS 1300,USD 54.000
"General Urquiza 1200, Piso 2",USD 165.000
"Pichincha 1100, Piso 2",USD 275.000
Pichincha 700,USD 99.500
MEXICO 1500,USD 85.000
"CARLOS CALVO 2000, Piso 11",USD 130.000
"Constitucion 1800, Piso 5",USD 43.000
Constitucion 1700,USD 44.000
"C Calvo 2300, Piso 2",USD 60.000
Darregueyra e/ Charcas y Guemes,USD 146.000
"General Urquiza 1200, Piso 1",USD 188.000
Darregueyra e/ Charcas y Guemes,USD 159.000
"General Urquiza 1200, Piso 3",USD 170.000
"Combate De Los Pozos 900, Piso 1",USD 69.000
ARGAÑARAS 42,USD 165.000
"Av Independencia 1800, Piso 7",USD 70.000
Matheu al 1000,USD 79.000
Constitucion al 2200,USD 70.000
AV Independencia al 3000,USD 71.900
Avenida Independencia e/ Sánchez de Loria y 24 de Noviembre,USD 135.000
Matheu 900,USD 115.000
"Pbto M Alberti 900, Piso PB",USD 139.000
Avenida Independencia 1600,USD 145.000
"AVENIDA INDEPENDENCIA  2700, Piso 2",USD 73.000
"C Calvo 1400, Piso 6",USD 51.000
San Juan 2300,USD 148.000
"Av. Pavon 2200, Piso 5",USD 48.900
San Juan 2200,USD 87.000
Independencia al 3200,USD 179.000
Av. San Juan  3000 3000,USD 169.000
Gral. Urquiza al al 1162,USD 240.000
AV INDEPENDENCIA 1300,USD 129.000
La Rioja al 1200,USD 97.000
"Billinghurst 1300, Piso 6",USD 114.900
Bonpland 2187 6to A,USD 360.500
"Santos Dumont 2700, Piso 15",USD 119.900
"Guatemala 4500, Piso 7",USD 275.000
"General Urquiza 1200, Piso 6",USD 178.000
"General Urquiza 1200, Piso 4",USD 175.000
"Humberto I 2900, Piso 8",USD 70.000
Av San Juan 3000,USD 141.000
Dean Funes  1200,Consultar precio
av independencia  1300,USD 176.000
Pichincha 400,USD 38.500
AV BELGRANO  2600,USD 64.000
"AV. PASCO  1500, Piso 3",USD 110.000
Urquiza al 1100,USD 79.000
"Carlos E Pellegrini 100, Piso 10",USD 90.000
"AV. JUAN DE GARAY 2200, Piso 4",USD 78.000
"Rincon 1300, Piso 5",USD 45.000
"Rincón 1100, Piso 7",USD 93.000
Matheu 900,USD 72.000
Pbto M Alberti 1600,USD 55.000
"Sarandi 1000, Piso 2",USD 84.000
Jerónimo Salguero 2900. Entre Avenida del Libertador y Castex,USD 499.000
Jufre  200,USD 119.000
"Av Scalabrini Ortiz 1500, Piso 6",USD 80.000
Av. Cerviño  4500,USD 680.000
Av. Cerviño  4500,USD 560.000
"Arévalo 2200, Piso 6",USD 133.000
"Paraguay 3800, Piso Pb",USD 135.000
"Pasco 1100, Piso 4",USD 97.000
"Av Independencia 1900, Piso 1",USD 130.000
"Combate De Los Pozos 1000, Piso 2",USD 79.000
Av Juan de Garay 3200,USD 80.000
"Pichincha 1000, Piso 5",USD 115.000
Avenida Carlos Calvo 1800,USD 49.500
Pavon 1900,USD 62.000
"C Calvo 1700, Piso 1",USD 110.000
"Humberto Primo 3100, Piso 1",USD 56.000
"Virrey Liniers 1200, Piso 2",USD 85.000
San Juan al 2200,USD 110.000
"huergo y carlos calvo madero 900, Piso 1",USD 210.000
"Av.Indepencia  2800, Piso 7",USD 122.000
"Av.Independencia 2800, Piso 7",USD 69.000
"Av Corrientes 1400, Piso 17",USD 70.000
Uruguay  300,USD 100.000
"URIARTE  1100, Piso 6",USD 110.000
Castex  3300,USD 275.000
Soria 5033.,USD 600.000
"Av San Juan 2800, Piso 4",USD 60.000
Niceto Vega 5600. Entre Bonpland y Fitz roy,USD 115.000
Juncal 3600,USD 269.000
"Charcas  3600, Piso 9",USD 249.000
Jorge Luis Borges al 2200,USD 245.000
"Estados Unidos 2300, Piso 1",USD 60.000
"Gral Urquiza al 1200, Piso 2",USD 43.000
Catamarca  1000,USD 36.900
Catamarca  1000,USD 34.900
ESTEBAN DE LUCA al 1400,USD 65.000
Virrey Liniers  1200,USD 116.000
Independencia al 2300,USD 119.950
Av San Juan 2300,USD 81.000
Avenida Belgrano al 2700,USD 69.500
"GENERAL URQUIZA 1200, Piso 1",USD 31.200
Catamarca al 1200,USD 58.000
"San Juan 2300, Piso 5",USD 149.600
Av San Juan  al 1900,USD 57.000
"Catamarca 900, Piso 7",USD 69.000
"Pje Oruro 1100, Piso 4",USD 138.000
CONSTITUCION 2200,USD 75.000
"J F Segui 3900, Piso 2",USD 22.000
Costa Rica 4800,USD 480.000
"Paraguay  3600, Piso 4to",USD 80.000
"Godoy Cruz 1800, Piso 1",USD 119.000
"Billinghurst 2500, Piso 2",USD 469.900
"Soler 3700, Piso 1",USD 150.000
Av. San Juan 3000,USD 133.000
"Bat De Rincon 1200, Piso 2",USD 42.000
"Av San Juan 2700, Piso PB",USD 90.000
"Combate de los pozos  600, Piso 1",USD 55.000
Av. San Juan 3000,USD 99.000
DEAN FUNES 1300,USD 65.000
Av. San Juan  3300,USD 135.000
"General Urquiza 1200, Piso 5",USD 180.000
"Sarandi 1200, Piso 2",USD 96.500
"San Juan 2200, Piso PB",USD 84.000
Avenida Entre Rios al 1200,USD 69.500
Av. Pavón  3000,USD 79.000
"Av Independencia 2400, Piso 13",USD 120.000
"Av. San Juan  2200, Piso 7",USD 62.000
"Carlos Calvo 2100, Piso 2",USD 63.000
Juncal 3700,USD 300.000
Humboldt y av. Córdoba,USD 330.000
"Sarandi 1000, Piso 2",USD 44.980
Jorge L Borges 2100,USD 260.000
"Humberto Primo 2400, Piso 1",USD 89.000
"Jorge Luis Borges  2300, Piso 2",USD 190.000
Av. Cerviño al 4600,USD 825.000
Humboldt al 2200,USD 145.000
"Scalabrini Ortiz  2400 2°  2400, Piso 2",USD 170.000
"Av. Independencia  2500 2°  2500, Piso 2",USD 65.000
"Pasaje Barcala  3000, Piso 5",USD 55.000
Urquiza al 1100,USD 79.000
Carlos Calvo 1900,USD 110.000
"Sarandi 800, Piso 2",USD 98.000
"Sarandi  700, Piso 6",USD 72.000
Catamarca 1068,USD 135.000
"Avda. Entre Rios 1200, Piso 6",USD 110.000
Rincon 1300,USD 46.500
"General Urquiza 1200, Piso 1",USD 193.000
INDEPENDENCIA 2500,USD 75.000
Av. San Juan al 2000,USD 92.500
"Mexico 2800, Piso 1",USD 128.000
24 de Noviembre  1200,USD 120.000
"VIRREY CEVALLOS 800, Piso 5",USD 85.000
AVENIDA SAN JUAN 2400 piso 11,USD 159.900
"Pbto M Alberti 900, Piso 1",USD 27.000
Av. Luis María Campos 1000,USD 295.000
"Julián Álvarez 600, Piso 2",USD 82.000
Nicaragua 4400,USD 249.900
Demaría 4700,USD 170.454
Santa Fe al 5200,USD 185.000
"Arevalo 1300, Piso 2",USD 135.000
Av San Juan 2800,USD 155.000
"Pichincha 1100, Piso 2",USD 275.000
"Oruro 1100, Piso 1",USD 75.000
"Av San Juan 2700, Piso 8",USD 170.000
"Lavalle 1500, Piso 6",USD 60.000
"Carlos Calvo  2000 1°  2000, Piso 1",USD 59.000
"Rio Bamba  100, Piso 2",USD 139.000
"General Urquiza 1200, Piso 2",USD 170.000
"Presidente Luis Sáenz Peña 1100, Piso 1",USD 55.000
Av. Independencia 1300,USD 85.000
Catamarca 1068,USD 60.000
Catamarca 1068,USD 79.000
Saavedra al 1100,USD 110.000
"GENERAL URQUIZA 1200, Piso 9",USD 44.800
Billinghurst  1300,USD 100.000
Saavedra 600,USD 88.000
"Bulnes 1900, Piso 3",USD 198.000
"Dean Funes 1100, Piso 8",USD 98.000
Juncal al 4600,USD 250.000
"Av. Independencia 1300, Piso 11",USD 350.000
J Salguero 1200,USD 54.000
"Concepcion Arenal  2400 15°  2400, Piso 15",USD 320.000
Ancon  al 5300,USD 120.000
"Av. Independencia 1300, Piso 11",USD 190.000
"Pavon 2400, Piso P.B",USD 54.000
SAAVEDRA al 700,USD 69.000
"Av Independencia 2500, Piso 1",USD 65.000
"Sarandí 1300, Piso PB",USD 47.000
"Av. Garay 2300, Piso 2",USD 53.000
AV. JUAN DE GARAY al 2000,USD 35.000
Urquiza  al 1000,USD 172.000
AV. ENTRE RIOS  al 1200,USD 72.000
Carlos Calvo al 2900  3* A,USD 99.000
"AV. INDEPENDENCIA 2700, Piso 3",USD 55.000
"San Juan 1800, Piso 7",USD 52.000
"Pavon 1900, Piso 7",USD 62.000
Chile  al 2300,USD 75.000
Constitución 2200,USD 67.900
Avenida Entre Ríos 1400,USD 139.000
Gascón e/ Rocamora y Lavalle,USD 86.000
Uriarte y Güemes,USD 72.000
"Av. Independencia  2100, Piso 2",USD 56.000
Paraguay al 4700,USD 179.500
"Godoy Cruz 3200, Piso 3",USD 480.000
"Humberto Primo 2500, Piso 1",USD 49.850
"Gral J J De Urquiza 1100, Piso 6",USD 59.000
"Pbto M Alberti 900, Piso 3",USD 40.000
"Humberto Primo 3000, Piso 7",USD 65.000
"Urquiza 1300, Piso 7",USD 68.900
CHILE al 1700,USD 99.000
LA RIOJA 1432 6B,USD 99.000
"Av Independencia 2400, Piso 12",USD 80.000
Bat De Rincon 1100,USD 87.000
Pichincha al 700,USD 87.000
"Av. San Juan 2500, Piso 1",USD 87.468
Cochabamba 2500,USD 79.900
INDEPENDENCIA 2700,USD 63.000
Pasco 800,USD 89.000
"Virrey Cevallos 900, Piso 2",USD 115.000
"AV. INDEPENDENCIA 1500, Piso 2",USD 67.913
Entre Rios  al 800,USD 160.000
Estados Unidos al 1700,USD 69.000
"J Newbery 2500, Piso PB",USD 125.000
"Bulnes 1900, Piso 6",USD 395.000
República De La India 2700,USD 650.000
Soler y Thames,USD 210.000
ARCE al 700,USD 175.000
"Av. San Juan 2900, Piso 10",USD 53.000
"Av. Independencia 2600, Piso 11*",USD 50.000
"Av Santa Fe 3300, Piso 6",USD 370.000
"Av. San Juan 2500, Piso 1",USD 49.832
"Av. San Juan 2300, Piso 2",USD 42.000
"Av. San Juan 2500, Piso 4",USD 52.173
"Av. Independencia 2600, Piso 2",USD 53.300
"La Rioja 1400, Piso 6",USD 56.500
"Av. San Juan 2800, Piso 3",USD 77.500
"Chile 2200, Piso 1",USD 50.000
"Chile 2500, Piso 1",USD 63.000
"Uruguay 200, Piso 6",USD 39.900
"AV. JUJUY 600, Piso 2",USD 68.000
"Av. San Juan 1900, Piso 10",USD 39.000
"Av. San Juan 2900, Piso 11",USD 49.500
"Av. San Juan 1900, Piso 9",USD 39.000
"C Calvo 1800, Piso PB",USD 49.500
Venezuela  2400,USD 93.600
"Venezuela  2400, Piso 12",USD 161.640
"Av. Independencia 2500, Piso 9",USD 97.468
Zabala  1700,USD 300.000
"AV DEL LIBERTADOR 7800, Piso 11",USD 440.000
Pedraza al 1700,USD 375.000
CRAMER al 3000,USD 252.000
Pedraza al 1700,USD 265.000
Amenabar al 3200,USD 111.200
VIDAL al 3600,USD 99.000
O'Higgins 4100,USD 139.000
Bernaldes al 1800,USD 42.900
MAURE  2500,USD 79.000
Céspedes al 3500 y Av. Av. Thomas,USD 125.000
"Cabildo, Av. al 1000",USD 298.000
Av. Belgrano al 3600,USD 115.500
"LEZICA 4400, Piso 9",USD 145.000
Muñiz  al 500,USD 170.000
Sanchez de Loria 500 12 B,USD 65.000
SARMIENTO  al 3900,USD 145.000
Humahuaca 3900,USD 52.000
Moreno al 3600,USD 43.000
"COLOMBRES 300, Piso 7",USD 129.000
"RAWSON 300, Piso 4",USD 126.000
Quito 4000,USD 85.900
Av San Pedrito 0,USD 119.500
Castro Barros al 100,USD 49.500
Jose Bonifacio 2900,USD 145.000
Bulnes 600,USD 64.900
"Lambare 900, Piso 8",USD 99.000
Avenida Belgrano 3600,USD 90.000
AVENIDA CORRIENTES 3800,USD 99.999
"Valentín Gómez 3100, Piso 4",USD 130.000
TEODORO GARCIA al 2900,USD 54.500
Cespedes 2500,USD 128.000
Giribone al 700,USD 85.000
Alvarez thomas  al 1000,USD 110.000
Concepción Arenal al 2700,USD 320.000
MOLDES  al 600,USD 248.000
"CONCORDIA 400, Piso 5",USD 49.000
Medrano al 300,USD 185.000
Rivadavia 7500,USD 145.000
PAEZ al 2700,USD 109.000
"Avenida Rivadavia 6300, Piso 3",USD 124.000
DON BOSCO al 3700,USD 49.000
Olleros 2600,USD 100.289
24 de Noviembre 0,USD 70.000
Federico Acuña de Figueroa al 700,USD 85.000
Gascon 20,USD 80.000
DON BOSCO Y AV. CASTRO BARROS,USD 49.500
PRINGLES al 200,USD 95.000
RAMON FREIRE al 900,USD 103.000
Yatay 700,USD 180.000
Teodoro  Garcia al 2800,USD 115.000
Av Cramer 700,USD 184.800
"J Newbery 2800, Piso 2",USD 65.000
Virrey Olaguer y Felíu  al 3000,USD 99.000
"DUMONT, SANTOS 3400, Piso 4",USD 420.000
Ramon Freire  al 1300,USD 315.000
"Olleros 2900, Piso PB",USD 187.000
"DELGADO 800, Piso 6",USD 80.000
Virrey Liniers al 100,USD 79.000
Santos Dumont 3400,USD 230.000
Avenida Belgrano 3600,USD 120.000
Av. Directorio al 2100,USD 179.000
"Avenida San Pedrito  1400, Piso 13",USD 59.800
Avenida Avellaneda 2900,USD 68.000
Terrero 54,USD 300.110
"Lafuente 100, Piso 10",USD 109.900
"Lafuente 100, Piso 2",USD 116.000
Terrero 54,USD 173.207
"Palpa 3200, Piso 6",USD 79.000
Av. A. Thomas al 1200  y Av. Elcano,USD 40.000
Zapiola al 900,USD 98.000
Cnel Charlone 600,USD 69.000
Av Lacroze  al 3300,USD 77.000
Alvarez Thomas  al 200,USD 95.000
O Higgins  1700,USD 440.000
Rivadavia al 4000 - Piso 13,USD 145.000
Corrientes 4500,USD 179.000
"Lezica 4400, Piso 8",USD 110.000
Lavalle 3700,USD 70.000
"Billinghurst 300, Piso 6",Consultar precio
"Av San Pedrito 600, Piso PB",USD 75.000
Venta depto BOLIVIA 300 - FLORES_ESTRENAR_2 amb contrafrente  de 52 m2 Tot,USD 69.800
Pedernera 200,USD 90.000
"Moron 2900, Piso 1",USD 47.000
San Pedrito 100,USD 85.000
"AV. DIRECTORIO 1900, Piso 1",USD 60.000
Av. Directorio 3000,USD 95.000
"J Bonifacio 3100, Piso 4",USD 50.000
Bolivia 470,USD 84.000
Coronel Ramón Lorenzo Falcón 2600,USD 77.000
Avenida Rivadavia 6400,USD 149.000
Conesa al 800,USD 115.000
Maure al 2500,USD 245.000
"Moldes  900, Piso 7",USD 157.000
"AV. LACROZE  2600, Piso 7",USD 190.000
"J De Amenabar 1200, Piso 3",USD 121.900
"Virrey Olaguer Y Feliú 3300, Piso 11",USD 130.000
delgado al 800,USD 189.000
Amenabar 1000,USD 129.500
SANTOS DUMONT al 2700,USD 125.000
ZAPIOLA al 400,USD 79.000
"DELGADO 800, Piso 1",USD 180.000
"Lautaro  1200, Piso 1",USD 71.000
Avenida Lafuente 0,USD 89.999
"Av B Rivadavia 6400, Piso 8",USD 104.900
"LAMBARE 900, Piso 4",USD 175.000
Yapeyú 40,USD 220.000
"Rawson 300, Piso 5",USD 82.000
"JORGE NEWBERY 3300, Piso 7",USD 110.000
Rivadavia 3200,USD 49.900
"DELGADO 800, Piso 4",USD 174.000
"Santos Dumont 2700, Piso 1",USD 116.000
"Conde  1500 6°  1500, Piso 6",USD 85.000
"A Delgado 800, Piso 16",USD 105.000
Federico Lacroze 2700,USD 150.000
"cespedes  3400, Piso pb",USD 114.500
Alvarez Thomas al 1100,USD 85.000
"Ramon Freire 1200, Piso 1",USD 119.000
"Av S Elcano 3700, Piso 1",USD 78.753
"YATAY 700, Piso PB",USD 125.000
"Caracas 500, Piso 6",USD 158.000
LAFUENTE 245,USD 67.000
Nazca al 700,USD 89.000
"Potosi 3800, Piso 8",USD 84.000
Av. Díaz Vélez 4100,USD 160.000
"Rio De Janeiro 100, Piso 8",USD 75.000
"Teodoro Garcia 3200, Piso 1",USD 187.000
Avenida Olleros 3900,USD 69.900
"Alvarez Thomas 1100, Piso 1",USD 135.000
Av. Alvarez Thomas  800,USD 120.000
Jose A Maure 3200,USD 370.000
"Giribone 1100, Piso 2",USD 99.000
Conde e/ Virrey Avilés y Virrey Olaguer y Feliu,USD 138.000
Maure 2400  y Cabildo,USD 119.000
Ciudad De La Paz 600,USD 230.000
GIRIBONE 800,USD 65.000
"DELGADO 800, Piso 4",USD 189.000
"Caracas 100, Piso 3",USD 65.000
Jose A Maure 3200,USD 370.000
Avenida Varela 300,USD 37.000
Boedo al 200,USD 48.400
"Gallo  100, Piso 1",USD 79.000
"TTE. GRAL . PERON  4200, Piso 1",USD 60.000
Esteban A Gascon 500,USD 60.000
Bartolomé Mitre 3800,USD 82.900
Aguilar  e/ Conesa y Cramer,USD 125.000
Bartolomé Mitre 3800,USD 91.300
Federico Lacroze  3500,USD 122.000
La Pampa  2100,USD 180.000
Zapata  200,USD 220.000
Av. Cabildo  1600,USD 230.000
Jorge Newbery  2600,USD 89.900
Av.Elcano 3200,USD 75.000
FEDERICO LACROZE 3500.,USD 185.000
BOYACA al 700,USD 132.000
"L Viale 2600, Piso 4",USD 60.000
San Pedrito 1400,USD 49.990
Ramon Falcon 2900,USD 60.000
"Directorio  3100, Piso 8",USD 90.000
Yatay 400,USD 45.000
Agrelo al 4200,USD 120.000
TREINTA Y TRES ORIENTALES al 600,USD 65.000
"Lavalle 3700, Piso 8",USD 110.000
Pringles 700,USD 105.000
Angel Gallardo 100,USD 180.000
"MUÑIZ 400, Piso 3",USD 95.000
"Gascón 200, Piso 3",USD 135.000
Mario Bravo al 100,USD 135.000
"Sarmiento 4100, Piso 1",USD 83.000
Av Corrientes al 4200,USD 128.000
Directorio al 2700,USD 85.000
"Amenabar 600, Piso 6",USD 70.000
"PASAJE TIMBO 1800, Piso 3",USD 195.000
"San Pedrito  300, Piso 4",USD 100.000
Yerbal 2233,USD 82.000
Culpina al 200,USD 89.500
Yerbal al 2100,USD 110.000
"Av. Carabobo 336 300, Piso 4",USD 138.000
Rawson 200,USD 83.000
"Sanchez De Loria 500, Piso 4",USD 83.000
"Av. Diaz Velez 3700, Piso 6",USD 120.000
"ARANGUREN 2800, Piso 7",USD 86.900
"Yatay 100, Piso 7",USD 139.000
"Pringles 700, Piso 5",USD 150.000
"PanamÁ 900, Piso 3 Y 4",USD 365.000
"Yatay  700, Piso 3",USD 70.000
Catamarca al 200,USD 42.000
"Av Gral Diaz Velez 3700, Piso 3",USD 159.900
Colombres al 100,USD 68.000
"Sarmiento 3600, Piso 1",USD 77.200
"Av B Rivadavia 4300, Piso 5",USD 145.000
"Amenabar 600, Piso 5",USD 118.000
"PALPA 2900, Piso 3",USD 150.000
"CONDE 700, Piso 5",USD 250.000
Ciudad de la Paz 500,USD 86.000
VIRREY OLAGUER al 3400,USD 190.000
"LACROZE, FEDERICO, AV. 3000, Piso 4",USD 118.000
Cnel M Roseti 500,USD 295.000
"Jose E Colombres 100, Piso 8",USD 43.000
Av. Corrientes 4300,USD 130.000
Gallo 600,USD 124.999
BOEDO 10,USD 89.000
"Mexico 3700, Piso 7",USD 58.400
peron al 3900,USD 72.000
Rocamora 4000. Entre Av Medrano y Acuña de Figueroa,USD 229.000
Gascon al 1000,USD 65.000
Rio De Janeiro 500,USD 74.000
Av Corrientes 4400. Entre Yatay y Pringles,USD 84.900
"Colombres 100, Piso PB",USD 89.900
"Sanchez De Loria 100, Piso 5",USD 49.000
Av Corrientes al 4500,USD 179.900
"Estado De Israel 4200, Piso 6",USD 86.000
"Domingo F Sarmiento 4100, Piso 1",USD 83.000
Av Federico Lacroze 3100,USD 120.000
Concepción Arenal 3500,USD 89.000
Conesa e/ Céspedes y Aguilar,USD 143.000
Hipolito Yrigoyen 1900,USD 185.000
"Av Cabildo 900, Piso 1",USD 100.000
Zapiola  e/ Maure Y Jorge Newbery,USD 135.000
Amenabar 200,USD 105.750
"Lambare 1100, Piso 3",USD 103.000
"SARMIENTO 4400, Piso 5",USD 79.900
"SARMIENTO  4300, Piso 2",USD 130.000
Sánchez de Loria 100,USD 80.000
"Medrano 100, Piso 7",USD 223.000
"Quito  4000, Piso 6",USD 130.000
"BARTOLOME MITRE  4200, Piso 1",USD 130.000
Rivadavia 3521 12° A,USD 110.000
Urquiza al 100,USD 78.000
Pedro J Agrelo 3500,USD 60.000
"Sanchez De Loria 100, Piso 4",USD 90.000
"Bme.Mitre  4000, Piso PB",USD 59.900
"Gral Eustaquio Frias 400, Piso 3",USD 195.000
"Gral Eustaquio Frias 400, Piso 3",USD 195.000
Cramer al 800,USD 110.000
Av S Elcano 3000,USD 105.000
Concepción Arenal 3400,USD 135.000
Maza  28,USD 54.900
"33 ORIENTALES 600, Piso 1",USD 135.000
"Av Belgrano 3400, Piso 7",USD 85.000
M Bravo 300,USD 114.900
"Jose E Colombres 100, Piso 1",USD 115.000
Av Corrientes 3800,USD 73.000
"M Bravo 100, Piso 3",USD 119.500
Pringles  al 400,USD 69.000
"Quito 4000, Piso 5",USD 110.000
"JERONIMO SALGUERO 400, Piso 8",USD 190.000
"AV. DIAZ VELEZ 4400, Piso 4",USD 142.000
"AV. DIAZ VELEZ  4400, Piso 8",USD 88.000
"AV. DIAZ VELEZ 4400, Piso 6",USD 90.000
"Monroe 3300, Piso 7",USD 88.600
"Freire  800 pb 800, Piso pb",USD 220.000
AV. ALVAREZ THOMAS 900,USD 147.728
"Rawson 100, Piso 3",USD 82.000
"AV. RIVADAVIA 3500, Piso 2",USD 60.000
"AV. DIAZ VELEZ 4400, Piso 6",USD 217.000
Av. Rivadavia  3400,USD 53.000
"Lavalle 3700, Piso 8",USD 117.000
Colombres al 100,USD 139.000
"Acuña De Figueroa 400, Piso 5",USD 65.000
"Av Diaz Velez 4100, Piso 9",USD 65.000
"JUAN D. PERON 4200, Piso 7",USD 75.000
Francisco Acuña De Figueroa 900,USD 63.000
"J Salguero 500, Piso 6",USD 49.500
Gascon al 900,USD 155.000
"Avenida Rivadavia 3600, Piso 5",USD 159.000
"Esteban A Gascon 900, Piso 5",USD 90.000
AGRELO al 3900,USD 68.900
Juan Domingo Peron al 4000,USD 55.000
"Potosi  3800, Piso 4",USD 70.000
"AV. HIPOLITO IRIGOYEN 3500, Piso 9",USD 90.000
Colombres 100 (esq. Don Bosco),USD 90.000
"Av B Rivadavia 3800, Piso 10",USD 149.500
"Jose E Colombres 100, Piso 8",USD 120.000
"COLOMBRES  100, Piso 2",USD 105.000
Av. Corrientes,USD 128.000
Estado de Palestina  500,USD 80.000
Sánchez de Loria  400,USD 70.000
"Yatay 700, Piso 4",USD 298.000
"Cramer 700, Piso 6",USD 200.475
"Cramer 700, Piso 5",USD 128.260
"Cramer 700, Piso 9",USD 286.440
"Cramer 700, Piso 6",USD 245.025
"Cramer 700, Piso 9",USD 399.168
"Cramer 700, Piso 8",USD 197.494
"Cramer 700, Piso 8",USD 283.833
Palpa  al 3500,USD 278.000
"Olleros 2500, Piso 11",USD 240.000
CIUDAD DE LA PAZ  1000,USD 265.000
Av. Elcano al 3800 y Roseti,USD 60.000
Olleros al 3900 y Av. Forest,USD 150.000
"BARTOLOME MITRE  4300, Piso 5",USD 110.000
Av. Rivadavia 3200,USD 150.000
Av. Rivadavia 3200,USD 186.000
Av. Rivadavia 3200,USD 109.000
"Av. Federico Lacroze 3300, Buenos Aires, Argentina 1",USD 85.000
Av. Rivadavia 3200,USD 136.000
"Moldes 800, Piso 6",USD 81.766
Av. A. Thomas al 800,USD 83.000
"A Delgado 1100, Piso 1+2",USD 234.500
Moldes al 800,USD 204.000
"Matienzo 3000, Colegiales",USD 319.000
Moldes al 800,USD 145.500
VIRREY LORETO al 2400,USD 205.000
Av F ederico Lacroze 3100,USD 75.000
Conde 700,USD 164.000
Avenida Diaz Velez 4200. Entre King y Pringles,USD 75.900
"Mexico 3700, Piso 7",USD 130.500
"Venezuela 3300, Piso 2",Consultar precio
"Yatay 100, Piso 4",USD 132.000
Alvarez Thomas 100,USD 164.000
"AV. DIAZ VELEZ 4400, Piso 4",USD 117.000
"Av Corrientes 4600, Piso 5",USD 140.000
Teodoro Garcia 2900,USD 145.000
"cespedes  3400, Piso pb",USD 114.500
Jorge Newbery al 3100,USD 179.000
"cespedes  3400, Piso pb",USD 114.500
"cespedes  3400, Piso pb",USD 114.500
"Cramer 700, Piso 2",USD 191.675
"Olleros 3900, Piso 1",USD 149.900
JORGE NEWBERY al 3400,USD 348.000
Av. Álvarez Thomas  y Céspedes,USD 111.300
Federico Lacroze 2700,USD 165.000
"A Delgado 1100, Piso 3",USD 329.500
J Newbery 3400,USD 125.000
Olleros  al 3500,USD 98.000
Amenábar 800,USD 240.000
"Moldes 800, Piso 6",USD 242.022
"Céspedes al 3200, Colegiales",USD 175.000
"Moldes 800, Piso 6",USD 160.680
Av. Álvarez Thomas y Céspedes,USD 73.300
Av. Álvarez Thomas y Céspedes,USD 65.495
VIRREY OLAGUER  3000,USD 69.000
"Carlos Spegazzini 500, Piso 2",USD 145.000
Sarmiento,USD 86.000
"MOLDES 2100, Piso 5",USD 218.000
"MOLDES 2100, Piso 5",USD 156.000
"MOLDES 2100, Piso 2",USD 82.500
ZAPATA 500,USD 220.000
"MOLDES 2100, Piso 4",USD 86.000
Av F Lacroze  3000 3000,USD 89.900
"Cramer 700, Piso 1",USD 100.700
"Heredia al 1400 - 8º Piso ""C""",USD 258.000
Av. Alvarez Thomas 1000,USD 165.000
"ALVAREZ THOMAS, AVDA. 1000",USD 124.900
