title,price
"Departamento en alquiler  2 ambientes | Islas del Golf, Nordelta.",Consultar precio
av de los lagos 500,Consultar precio
Condominios Wyndham Jc4332505jcni,$ 500.000
El Palmar,Consultar precio
Avenida Del Golf 6000,$ 600.000
Avenida De Los Lagos 1000,Consultar precio
RUTA 27 Y CANAL ALIVIADOR 5200,$ 539.000
Remeros Beach 100,Consultar precio
Av del Golf al 600,Consultar precio
Av Nordelta,$ 300.000
Av. De Los Lagos 600,$ 600.000
Studios de la Bahia 1,Consultar precio
Condominios Wyndham Jc4332602ni 200,$ 700.000
"FRIAS 500, Piso 2",$ 250.000
Thames al 600,$ 395.000
Malabia al 400,Consultar precio
ARAOZ al 1000,Consultar precio
"Avenida Corrientes 5500, Piso 8",$ 220.000
"FRIAS 500, Piso 2",$ 250.000
Juan B Justo 2700,$ 750.000
"Darwin 700, Piso 0",$ 220.000
Doctor Gregorio Aráoz Alfaro 600,$ 220.000
"Julián Álvarez 100, Piso 2",$ 250.000
"Godoy Cruz 1300, Piso 4",$ 350.000
Av. San Martín al 2900,Consultar precio
Mahatma Gandhi  414,$ 325.000
"Camargo  300, Piso 3",$ 400.000
lavalleja 200,$ 260.000
"Acevedo 400, Piso 3",$ 225.000
Darwin  1100,Consultar precio
"Av. Corrientes 5700, Piso 11",Consultar precio
"Av. San Juan 2100, Piso 5",$ 230.000
Danel 1400,Consultar precio
Solís 600,$ 350.000
Estados Unidos al 2300,$ 205.000
"Pichincha 800, Piso 3",$ 180.000
San Juan al 1900,$ 340.000
Gral Urquiza al 1100,Consultar precio
LA RIOJA 1400,$ 170.000
Maza al 1100,$ 280.000
"Avenida Belgrano 2400, Piso 1",$ 460.000
"Muniz 600, Piso 4",$ 270.000
"Mexico 3700, Piso 3",$ 200.000
D Matheu 900,$ 200.000
"Avenida Independencia 2300, Piso 9",$ 175.000
"av independecia 2200, Piso pb",$ 195.000
"Mexico 3700, Piso 4",$ 220.000
Pichincha  900,$ 300.000
"Entre Rios  1000, Piso 12",Consultar precio
Independencia al 2300,$ 300.000
Humberto 1 1200,$ 350.000
Vicente Fidel López 100,$ 2.500.000
Av. B Márquez 3100,Consultar precio
Int. Tomkinson  2000,Consultar precio
Av. Libertador 14100,$ 1.200.000
Dr N Avellaneda 1600,$ 800
Hipólito Yrigoyen  260 1ºB,Consultar precio
Libertador al 15800,Consultar precio
"Boating Club, Presidente Uriburu 1000, Piso PB",$ 2.100.000
VELEZ SARSFIELD  2054 - PB D,Consultar precio
Arenales 1700,$ 2.000.000
Arenales 1800,$ 1.430.000
Avellaneda 1600,$ 800
Caracas 1500,Consultar precio
Vicente Fidel López 100,Consultar precio
"Caracas 1500, Piso 1",Consultar precio
Maipú 100,Consultar precio
"Caracas 1500, Piso 1",Consultar precio
Árboris La Horqueta,$ 950.000
"Ituzaingo 100, Piso 3",$ 280.000
"Martin Y Omar 100, Piso 1",$ 350.000
Av. del Libertador 1700,Consultar precio
Avenida Del Libertador 2900,Consultar precio
Arenales al 500,Consultar precio
Av. del Libertador al 1400,Consultar precio
Departamento en alquiler 4 Ambientes con dependencia.,Consultar precio
"Guillermo Rawson 2400, SUPER LUMINOSO CERCA DEL RIO, ESTC. Y LIBERTADOR",Consultar precio
Departamento a Estrenar de 3 ambientes en alquiler,Consultar precio
"Av. Maipú 3200, Piso 2",$ 280.000
"SOLIS, Juan Diaz de al 1982",Consultar precio
Av. del Libertador  al 2800,Consultar precio
Rosales al 2500,Consultar precio
"Juan Carlos Cruz 1800, Piso 3",$ 650.000
Rosales al 2500,$ 2.500.000
Vélez Sársfield 6300,$ 119.000
"Bmé. Cruz 2200, Piso 3",Consultar precio
Juan de Garay al 2500,$ 250.000
"Corrientes 300, Piso 8",$ 1.600.000
CORRIENTES  1400,$ 900.000
JUAN BAUTISTA ALBERDI 1500,$ 230.000
CORRIENTES  1400,$ 900.000
Juan Cruz 100,Consultar precio
Juan Carlos Cruz 100,Consultar precio
Avenida Libertador  1200,Consultar precio
"Presidente Hipólito Yrigoyen 1900, Piso 2",$ 420.000
av libertador al 2800,Consultar precio
"Avenida Del Libertador 4000, Piso 2",$ 1.600.000
"Libertador 3700, Piso 8",Consultar precio
Acassuso 1481,Consultar precio
Acassuso 1481,$ 1.000.000
"Gutierrez  1100, Piso 2",$ 550.000
Av. del Libertador al 200,Consultar precio
Av. del Libertador al 200,Consultar precio
"H. YRIGOYEN 400, Piso 1",$ 750.000
"Av del libertador 2200, Piso 5",Consultar precio
"Avda, San Martín  al 800",Consultar precio
Santa Rosa al 1500,Consultar precio
España al 3500,Consultar precio
"Laprida 2100, Piso 1",$ 500.000
Av. Libertador 886 8° C,Consultar precio
Matias Sturiza  al 400 STAR TOWER,Consultar precio
CIUDAD DE LA PAZ  3300,$ 650.000
Padre J. B.  Neumann al 1400,Consultar precio
Vuelta de Obligado 3300,Consultar precio
Pico al 2000,Consultar precio
Arribeños al 2700,Consultar precio
Av Libertador 2300,$ 720.000
Mariano Pelliza 400,$ 820.000
Gdor V Vergara 1700,$ 980.000
Juan Diaz De Solis 1900,Consultar precio
Av Libertador 100,Consultar precio
Aristobulo Del Valle  700,Consultar precio
"Bouchard 300, Piso 9",Consultar precio
Av. Libertador 3700,$ 3.200.000
Avenida Libertador  2400,Consultar precio
Av. Libertador 4000,$ 1.300.000
"Av. Libertador  3800, Piso 2",Consultar precio
Rosales 2700,Consultar precio
Bouchard Al 300,Consultar precio
Alberdi 600,Consultar precio
Avenida Libertador  2400,Consultar precio
A. del Libertador Gral San Martin 3663,Consultar precio
"San Martin 800, Piso 14",Consultar precio
Avenida Libertador  2400,$ 4.000.000
"Rawson 3500, Piso 2",Consultar precio
Av. Maipú 3220,Consultar precio
Aristobulo del Valle 1650,Consultar precio
Libertador 2400 -palmera,Consultar precio
Av. Maipú 3220,Consultar precio
Av.maipú 3000,Consultar precio
Aristobulo del Valle 1650,Consultar precio
"Rosales  2600, Piso 6",Consultar precio
Alberdi 600,$ 400.000
Roca 500,Consultar precio
Av. Libertador al 1900,Consultar precio
Corrientes 1400,$ 900.000
Corrientes al 300,$ 1.600.000
"Fray J Sarmiento 1500, Piso 2",$ 220.000
"Libertador 3600, Piso 7",Consultar precio
Corrientes al 600,Consultar precio
"H. YRIGOYEN 400, Piso 1",Consultar precio
Av Libertador 2200,$ 420.000
Avenida Libertador  2400,Consultar precio
Av. Maipú 3220,Consultar precio
Av del Libertador al 1700-SUPER LUMINOSO  C/VTA  ABIERTA .-,$ 900.000
"Av M Pelliza 4600, Piso 3",$ 300.000
"GUIDO SPANO 4300, Piso Pb",$ 160.000
Av. Libertador al 1700,Consultar precio
"Av Maipu 2400, Piso 3",$ 200.000
Rioja al 2700,$ 700.000
Av. del Libertador  al 1900,Consultar precio
"Av Pte H Yrigoyen 1900, Piso 3",$ 450.000
Juan B Alberdi  al 600,$ 350.000
"Juan Bautista Alberdi 500, Piso 14",Consultar precio
Boulevard Camacua entre Av. Libertador y Juan Diaz de Solis,Consultar precio
Av del Libertador 2337 5,$ 750.000
Avenida Libertador 2400,Consultar precio
San Martin al 800,Consultar precio
Av libertador al 1700,Consultar precio
"Aristobulo Del Valle 1600, Piso 1",Consultar precio
Pelliza al 400,Consultar precio
Avenida Maipú 3000,$ 600.000
Juan de Garay al 2500,Consultar precio
"Aristobulo Del Valle 1600, Piso 2",Consultar precio
"Aristobulo Del Valle 1600, Piso 4",Consultar precio
"Aristobulo Del Valle 1600, Piso 3",Consultar precio
"Aristobulo Del Valle 1600, Piso 2",Consultar precio
Aristobulo Del Valle 700,Consultar precio
"Av Del Libertador 2400, Piso 9",Consultar precio
Juan De Garay 2500,Consultar precio
"Av Del Libertador 2400, Piso 19",Consultar precio
Aristobulo Del Valle 700,Consultar precio
San Lorenzo 300,Consultar precio
"Avenida del Libertador  4000, Piso 6",Consultar precio
"Av Gdor M Ugarte 4000, Piso 2",$ 120.000
M Sturiza 400,Consultar precio
"Martin J Haedo 1500, Piso 2",$ 250.000
Acassuso 1481,$ 1.000.000
"UGARTE, MANUEL 1600",$ 225.000
"Dr Jose Ingenieros 6400, Piso 2",$ 200.000
Juan Carlos Cruz  al 1600,Consultar precio
Solis 1900,Consultar precio
"San Martin Jc43326ajcni 1500, Piso 6",Consultar precio
Av del Libertador al 1700-SUPER LUMINOSO  C/VTA  ABIERTA .-,Consultar precio
"Aristobulo Del Valle Jc4332602jcni 1600, Piso 6",Consultar precio
Avenida Maipú 3800,Consultar precio
Italia 400,$ 650.000
Avenida Libertador 1900,$ 1.100.000
Italia,Consultar precio
ALBERDI Nº al 1400,Consultar precio
"Sturiza 400, Piso 3",$ 700.000
Corrientes 300,$ 1.600.000
"Alberdi 400, Piso 11",Consultar precio
Av. Libertador 1700,Consultar precio
Avenida Maipú 400,$ 850.000
Aristóbulo del Valle 1600,$ 400.000
Avenida Maipú 3000,$ 690.000
Libertador al 3600,Consultar precio
Darwin 100,Consultar precio
Estrada al 2700,Consultar precio
ROCA  al 600,Consultar precio
Aristobulo del valle  al 700,Consultar precio
Av Libertador al 3600,Consultar precio
Libertador al 3000,Consultar precio
Ricardo Gutiérrez  al 1300,Consultar precio
Av. Libertador 1455,Consultar precio
Roque Saenz Peña al 400 1A,Consultar precio
Av. Libertador 1265 5 10,Consultar precio
CONSULTE PRECIO } Aristóbulo Del Valle al 700 - Vicente López,Consultar precio
VERGARA 1856,Consultar precio
JULIAN SEGUNDO AGUERO. 1500,Consultar precio
VERGARA 1856,Consultar precio
CATAMARCA 2500,Consultar precio
Av San Martín al 1500,Consultar precio
ALBERDI Nº al 1400,$ 380.000
"Av. Del Libertador 1700, Piso 2",$ 600.000
"Vergara 3600, Piso EP",$ 180.000
AV. LIBERTADOR 600,$ 165.000
Valle Grande  al 1200,Consultar precio
Zufriategui 600,$ 550.000
Libertador al 3000,$ 450.000
"Venezuela 3100, Piso 7",$ 218.000
Av. del Libertador al 1400,Consultar precio
Av. del Libertador al 1400,Consultar precio
Julio Argentino Roca 500,Consultar precio
Departamento en alquiler 4 Ambientes con dependencia.,Consultar precio
Departamento en alquiler 4 Ambientes con dependencia.,Consultar precio
Juan Bautista Alberdi 500,Consultar precio
Avenida del Libertador 700,Consultar precio
Avda. del Libertador al 1200,Consultar precio
Avenida Maipu 1000,$ 350.000
Bahía Blanca al 5500,$ 220.000
"Sturiza  400, Piso 19",$ 400.000
Horizons - Bartolome Cruz al 1700,Consultar precio
Ricardo Gutiérrez  al 1300,Consultar precio
"Av. del Libertador 3731, 8º, La Lucila, Provincia de Buenos Aires, Argentina",$ 680.000
Libertador al 1400,Consultar precio
"Av. del Libertador 1265, 9º10, Vicente López, Provincia de Buenos Aires, Argentina",$ 675.000
Avenida del Libertador al 1900,Consultar precio
Acassuso al 1400,Consultar precio
Roca al 800,$ 1.000.000
Av del Libertador 700,$ 400.000
"Av. del Libertador 3655, 10º, La Lucila, Provincia de Buenos Aires, Argentina",$ 1.170.000
Roca al 800,$ 1.000.000
Diaz de Solís 1400,$ 300.000
Arenales  al 500,Consultar precio
JOSE MARMOL 1500,$ 280.000
Av. del Libertador 3000,$ 500.000
CORRIENTES 800,$ 250.000
Av. Libertador 4000 - 7,Consultar precio
Av. Del Libertador al 2400 Penthouse,Consultar precio
Av del Libertador 1700,Consultar precio
Aristobulo Del Valle Jc4332105 1600,Consultar precio
Aristobulo Del Valle Jc4332516 1600,Consultar precio
Aristobulo Del Valle Jc4332508 1600,Consultar precio
Aristobulo Del Valle Jc4332107 1600,Consultar precio
Aristobulo Del Valle Jc4332306jcni 1600,Consultar precio
Aristobulo Del Valle Jc4332106 1600,Consultar precio
Aristobulo Del Valle Jc4332611jcni 1600,Consultar precio
"Aristobulo Del Valle Jc433315jcni 1600, Piso 3",Consultar precio
Eduardo Ramseyer 1400,Consultar precio
Aristobulo Del Valle Jc4332512jcni 1600,Consultar precio
"Aristobulo Del Valle Jc4332201 1600, Piso 1",Consultar precio
av libertador al 2800,$ 600.000
CONSULTE PRECIO } Aristóbulo Del Valle al 700 - Vicente López,Consultar precio
Av del Libertador 1700,Consultar precio
Pres. Hipólito Yrigoyen al 2900,$ 400.000
"Av. Maipu 1300, Piso 6",$ 230.000
"Córdoba 2600, Piso 3",$ 150.000
Pres. Hipólito Yrigoyen al 2900,$ 400.000
Av. Libertador al 200,$ 450.000
Departamento 3 ambientes con vista al rio,Consultar precio
Aristobulo Del Valle Jc4332111jcni 1600,Consultar precio
Departamento en alquiler 4 Ambientes con dependencia.,$ 2.280.000
Departamento en alquiler 4 Ambientes con dependencia.,$ 2.280.000
Departamento a Estrenar de 3 ambientes en alquiler,$ 1.425.000
Departamento 3 ambientes con vista al rio,$ 1.300.000
Departamento en alquiler 4 Ambientes con dependencia.,$ 2.280.000
Departamento a Estrenar de 3 ambientes en alquiler,$ 1.425.000
Departamento 3 ambientes con vista al rio,$ 1.300.000
Juan carlos cruz al 100,Consultar precio
san martin al 600,$ 420.000
Av. Libertador 1265 5 10,$ 700.000
Av. Libertador 1265 5 10,$ 700.000
"Aristobulo Del Valle Jc4332616jcni 1600, Piso 6",Consultar precio
Aristobulo Del Valle Jc4332515jcni 1600,Consultar precio
Aristobulo Del Valle Jc4332507jcni 1600,Consultar precio
"San Martin Jc43328djcni 1500, Piso 8",Consultar precio
Aristobulo Del Valle Jc4332507jcni 1600,Consultar precio
Aristobulo Del Valle Jc4332515 1600,Consultar precio
Comandante Rosales  al 2700,Consultar precio
Comandante Rosales  al 2700,Consultar precio
Av. Libertador 1455,$ 2.000.000
Juan Díaz de Solís al 1900,Consultar precio
Av. Libertador 1455,$ 2.000.000
Av. Libertador 1455,$ 2.000.000
esmeralda  al 3700,$ 235.000
Roca al 900,$ 220.000
JUAN CRUZ 100,Consultar precio
Juan Bautista Alberdi 500,$ 1.700.000
Juan Bautista Alberdi 500,$ 1.700.000
Juan Bautista Alberdi 500,$ 1.700.000
Roca al 800,$ 1.000.000
Av. Libertador 4000 - 7,$ 850.000
Juan Carlos Cruz 1900,Consultar precio
Departamento 3 Ambientes en Alquiler,Consultar precio
urquiza  al 3600,$ 220.000
Debenedetti  al 1300 entre Av. Maipú y Tucumán,$ 430.000
Av. del Libertador al 1400,$ 4.600.000
Av. del Libertador al 1400,$ 4.600.000
Aristobulo Del Valle Jc4332407 1600,Consultar precio
"Aristobulo Del Valle Jc433315jcni 1600, Piso 3",Consultar precio
Valle Grande al 1200,Consultar precio
Alsina 1500,Consultar precio
CARLOS TEJEDOR 2500,$ 135.000
Av. San Martín al 2500,$ 220.000
Av Del Libertador 3000,$ 450.000
Av Del Libertador 3000,$ 450.000
"Guillermo Rawson 2400, SUPER LUMINOSO CERCA DEL RIO, ESTC. Y LIBERTADOR",$ 1.800.000
Comandante Rosales  al 2700,$ 1.900.000
Comandante Rosales  al 2700,$ 1.900.000
Comandante Rosales  al 2700,$ 1.900.000
AV. LIBERTADOR 600,$ 165.000
Av Del Libertador 2800,Consultar precio
Av Libertador 4052 Torre NILA - 4 amb,Consultar precio
Libertador al 200,Consultar precio
Manuel Basavilbaso al 4200,Consultar precio
Aristóbulo del Valle 1600,$ 650.000
Ugarte al 1600,$ 350.000
Diaz Velez 781 - 1er Piso,Consultar precio
Av. Maipú 3000,Consultar precio
Corrientes al 400,Consultar precio
"Domingo Faustino Sarmiento 2600, Piso 7",$ 400.000
General Rawson 3500,$ 950.000
Avenida Libertador  2400,Consultar precio
Ruiz Huidobro 2000,Consultar precio
Ing Antonio Arcos 4300,Consultar precio
ALMIRANTE MANUEL GARCIA 1000,Consultar precio
VEDIA 2100,Consultar precio
Cuba 2900,Consultar precio
ARCOS 4300,Consultar precio
Av Del Libertador 2200,Consultar precio
OLLEROS al 3200,$ 400.000
MOLDES  al 600,$ 1.200
"44 Entre 14 Y 15 900, Piso 13",USD 80.000
Hernandarias  2200,USD 18.600
"Córdoba y Federico Lacroze,  Colegiales, CABA, Argentina DISPONIBLE DESDE E 28 DE DICIEMBRE",Consultar precio
Moldes 657,Consultar precio
Moreno al 2200,USD 63.900
Laprida 1343 - CASA Nº4 - DOS COCHERAS,USD 165.000
Potosi al 4400,$ 230.000
"Leandro N. Alem 100, Piso 16",USD 35.000
Hernandarias  2200,USD 16.875
Santiago Derqui 1100,USD 130.000
Zabala  al 2600,$ 650.000
"CHARLONE 900, Piso 1",$ 200.000
De La Casuarina,USD 475.000
Moldes al 600,Consultar precio
"Elcano 3600, Piso 1",$ 200.000
quintino bocayuva 39 3 A,$ 370.000
Avenida Rivadavia al 4000,$ 420.000
Francisco Acuña de Figueroa 800,$ 350.000
YATAY al 700,$ 395.000
Las Heras 200,USD 162.000
LAVALLE 4000,$ 550.000
Palos 100,USD 220.000
"Talar del Lago 2,   General Pacheco, Tigre",USD 430.000
Saenz Peña al 900,USD 105.000
Los Sauces Nordelta,USD 520.000
Lote Laguna - Altamira,USD 750.000
Lote Interno - Santa Teresa - Villanueva,USD 358.000
Jerónimo Salguero 200,Consultar precio
YATAY  al 700,Consultar precio
Juan Manuel de Rosas 1869 '5D,USD 61.000
"ROCAMORA  4000, Piso 4°",$ 225.000
"Corrientes 1000, Piso 11",USD 75.000
Tizones al 3100,USD 255.000
San Sebastian Barrio Privado,USD 450.000
Almirante Brown 200,USD 200.000
M Santamaria 3300,USD 57.000
Moreno 800,USD 185.000
SANTANDER 1700,USD 55.000
Arieta 1100,USD 59.900
Carpinchos - Nordelta - 100,USD 439.000
Santa Ana,USD 295.000
Solis 100,USD 130.000
San Isidro Labrador -,USD 400.000
Rivadavia 859-2º F,USD 85.000
Laguna Grande - Villanueva,USD 430.000
Castores,USD 1.400.000
Marcos Paz 2800,USD 460.000
Avenida Italia 1400,USD 85.000
Boedo  al 300,Consultar precio
laguna del sol,USD 850.000
"Colon 205, Ramos",USD 240.000
BULNES 700,$ 220.000
Av. Rivadavia al 2500,USD 245.000
Martín Fierro 200,USD 370.000
Santa Fe al 5100,Consultar precio
"Bartolome Mitre 400, Piso 1",USD 145.000
"CORRIENTES, AVDA. 3100, Piso 13",$ 250.000
Alvear 300,USD 328.000
Alvear 300,USD 208.000
"Dorrego 500, Piso 1º",USD 45.000
"Lucio Melendez  al 700, entre Lisandro de la Torre y Gallardo",USD 187.000
Ituzaingo 1500,USD 240.000
Aristóbulo Del Valle 5100,USD 260.000
Campbell 800,USD 130.000
BUENOS AIRES al 800,USD 99.000
Cafferata al 1600,USD 250.000
Bv. Avellaneda 1080 bis - Torre Brisa - Vista Rio,USD 210.000
Los Pasos del Jockey 3,USD 100.000
9 de Julio 2100,USD 95.000
El Airampu  3800,USD 135.000
La Cigueña  ( OPORTUNIDAD) 2200,USD 140.000
Vera Mujica 1352 - Edificio Silene II,USD 80.000
La Roraima  100,USD 200.000
Santiago 1200,USD 209.000
"Salta 2100, Piso 10",USD 208.000
Guido Spano 1700,USD 259.000
Fray Mamerto Esquiu 800 2,USD 78.000
JUJUY 400,USD 13.000
LA PAZ 2100,USD 45.000
ARIETA 1100,USD 54.000
"CISNEROS, VIRREY 2800, Piso 1",USD 120.000
"Urquiza 2900, Piso 3",USD 52.000
Constitución al 200,USD 95.000
Av. de la Libertad al al 300,USD 450.000
ZAPIOLA 200,USD 44.000
Araoz  5419 - Don Mateo,USD 208.000
Palos Verdes - Garcia del Cossio 2198bis 'Lote 219,USD 490.000
Tucuman 3300 - Crespo 410,USD 195.000
Pasco 1316,USD 165.000
Italia 1265 'PB E,USD 189.000
Colon 1824,USD 159.900
Av. Pellegrini  4043 | Monoambiente,USD 39.000
9 de Julio  al 2000,USD 600.000
AV. ESTANISLAO LOPEZ  al 2600,USD 140.000
"Jujuy 1800, Piso 07",USD 89.000
Dorrego 800,USD 170.000
Catamarca 2300,USD 235.000
FUERZA AEREA al 2300,USD 520.000
La Doma  al 5300,USD 230.000
Barrio Vida Cerrado,USD 415.000
Juárez Celman  al 200 bis,USD 265.000
Lubich al 800,USD 158.000
O´Higgins al 300,USD 35.000
Pizzurno al 600,USD 42.000
JOSE MARMOL 1300,USD 98.000
Chacabuco al 400,USD 128.000
"Rosales  200, Piso 6",USD 90.000
Av Gral San Martin  1100,USD 65.000
Santander 1400,USD 119.800
Alvarez Jonte 300,USD 240.000
M Marcon 3300,USD 165.000
Castelli 100,USD 78.000
Monseñor José Francisco Marcón  2900,USD 80.000
Malabia 2800,USD 150.000
Segurola 200,USD 115.000
Beron De Astrada 2600,USD 80.000
Bme. Mitre 300,USD 295.000
El Aguila,USD 145.000
El Leñatero Circ 1 Secc 1,USD 250.000
Pereyra 500,USD 279.000
El Heliotropo  4300,USD 298.000
GUATEMALA 4000,USD 130.000
Entre Ríos 2000,USD 60.000
Cabral 800,USD 70.000
Bolívar  1200,USD 335.000
"Ardoino 100, Piso 1",USD 38.500
"Catriel 1200, Piso 1",USD 68.000
America 2100,USD 115.000
"Colon 400, Piso 1",USD 55.000
Teniente eduardo Ibañez  200,USD 125.000
Avenida San Martin 700,USD 125.000
"MOSCONI, AV. GRAL ENRIQUE 2500",USD 450.000
"Argentina 1700, Piso 3",USD 55.000
Necochea 2600,USD 198.000
"Tacuari 600, Piso PB",USD 160.000
Gascón 500,USD 129.900
"SANTAMARIA, MARIANO AV. 3300",USD 790.000
OMBU 3200,USD 650.000
Alsina 200,USD 65.000
Pizzurno al 300,USD 44.000
MonseÑor Marcon  3300,USD 164.999
Araoz y Cimarron,USD 208.000
"O´connor 300, Piso 2",USD 70.000
Las Heras 100,USD 180.000
Rep. de Chile  100,USD 59.500
Avenida Mosconi al 1600,USD 74.000
Argentina 1300,USD 79.000
Necochea 2800 3,USD 53.000
"Lynch 1100, Piso 1",USD 40.000
Bolivar 1400,USD 200.000
"Gaona, Av 2000",USD 340.000
Cardoso 2200,USD 69.900
Cabrera 1900,USD 180.000
Pasteur  2800,USD 215.000
Pueyrredón 700,USD 225.000
"FLORIO, JUAN 323100",USD 360.000
Almirante Brown 200,USD 360.000
"Berón De Astrada 2551, B1704dhv Ramos",USD 120.000
Alberdi al 200,USD 100.000
Juan C Del Campillo 2800,USD 50.000
CASTELLI   951  PISO 4,USD 200.000
Alvarado 400,USD 75.000
Reconquista 1700,Consultar precio
Pte Roca 1500,USD 71.000
Urquiza 2792 6 B,USD 98.000
Vida - Terreno,USD 180.000
"Alberdi 700, Piso 7",USD 69.000
Av Buenos Aires 1900,USD 130.000
Vida Lagoon,USD 98.000
Francia al 1500,USD 34.000
Spegazzini  al 3800,USD 55.000
Avenida del Huerto 1200,USD 1.680.000
San Luis al 2100,USD 37.300
Avenida del Huerto 1300,Consultar precio
Sanchez de Loria 755 bis,USD 58.000
Maipu 534 '05-02,USD 270.000
Wheelwright 1461 '03-01 y 02-01,USD 255.000
ALVEAR 2500,USD 200.000
"Buchardo 1300, Piso 1",USD 33.000
Alfredo Palacios 600,USD 68.000
GOBERNADOR COSTA 300,USD 200.000
"Tomas Espora 300, Piso PB",USD 105.000
"Alfredo Palacios 600, Piso 1",USD 54.000
El Burlisto  2000,USD 150.000
Agustín de Elía 200,USD 63.000
Rodriguez 1257,USD 180.000
MITRE  2900,USD 23.500
San Luis  al 800 - PB interno (Unidad 00-02),USD 117.000
Wheelwright 1600,USD 119.000
Juarez Celman 650 Bis,USD 168.700
Balcarce 1300,USD 61.285
Jujuy 1700,USD 380.000
Pasaje Gould al 900,USD 155.000
"LA PAZ 1700, Piso -",USD 149.500
Jujuy 1900,USD 249.000
Colon al 900,USD 80.000
José Martí  2800,USD 50.000
Rene Favaloro Y Juana Azurduy,USD 109.000
Los Tizones 3200,USD 129.000
Colon al 900,USD 70.000
"Jose Marti 2800, Piso 1",USD 50.000
Necochea 900,USD 210.000
alem al 100,USD 33.000
Miñones  2500,USD 57.000
Barrio VIDA 100,USD 189.999
9 de Julio 1366 | 2 Dormitorios (01-01),USD 118.500
9 de Julio 620  | 1 Dormitorio (01-05),USD 43.000
Parada 100,USD 800.000
piriapolis  al 6100,USD 159.000
Miramar 6000,USD 97.000
Rosales 900,USD 165.000
Funes Norte 100,USD 110.000
Avenida Bufano Al 2300,USD 480.000
Alberdi 126 piso 5º,USD 295.000
"B Mitre 400, Piso 5",USD 450.000
Sarmiento  1954,USD 195.000
Bolivar 1100,USD 295.000
Tucumán 1700,USD 1.111
"Paunero 1200, Piso 2",USD 39.900
Constitucion 1700,USD 140.000
"Lartigau 2400, Piso PB",USD 69.000
A De Elia 300,USD 200.000
moreno 100,USD 100.000
"Camino De La La Virgen 700, Piso 6",USD 49.900
Salta 1990 '07 01,USD 139.000
Rivadavia 2253 '01-01,USD 129.000
Rodriguez 1381 '05-04,USD 122.500
Condos Refinería - Velez Sarsfield 510 '03-07,USD 182.400
Dorrego 1739 '06-01,USD 185.000
9 de Julio 1366 '06-02,USD 139.103
Luciano Molinas al 1700,USD 115.000
Callao 557 '02-02,USD 113.050
San Martin al 6100 -  Venta  -  Casa + Local Comercial,USD 72.000
"Marmol 2800, Piso 2",USD 58.000
Crespo al 1500,USD 360.000
CERRITO  1400,USD 320.000
Ortiz 1500,USD 86.000
Bermudez 1400,USD 200.000
Marmol  500,USD 600.000
"BLANCO ENCALADA 500, Piso 2",USD 58.000
El caradcolero  500,USD 90.000
Catamarca al 1600,USD 290.000
Maipu 1473 | (10-01) 2 DORMITORIOS,USD 175.000
Rioja 2500,USD 115.000
Jujuy y Dorrego,USD 249.000
BATLLE Y ORDONEZ 5000,Consultar precio
Blas Parera al 800,USD 97.000
Ituzaingo 630 '03-02,USD 52.000
Sarmiento 900,Consultar precio
Iriondo al 600,USD 269.000
SAN JUAN Y SARMIENTO' 10 D,USD 29.000
Cordoba 2200,USD 450.000
Pte. Roca y Mendoza,USD 52.239
MENDOZA 1400,USD 42.000
Derqui 4300,USD 120.000
Alberdi 300,USD 125.000
Yerbal 300,USD 87.000
Av. Santamaría 3200,USD 60.000
Pedro De Mendoza 1500,USD 50.000
"Av San Martin  2000, Piso 1",USD 55.000
Kentucky Club de campo,USD 780.000
COSTAVIA - RIVADAVIA Y RODRIGUEZ,Consultar precio
Ocampo  al 1200,USD 220.000
Palos Verdes Country Club,USD 179.000
Tucumán al 500,USD 130.000
Miguel Galindo  2800,Consultar precio
Mitre 2500,USD 315.000
"San Juan 1200, Piso 10",USD 80.000
Avenida Fuerza Aerea 2300,USD 450.000
Alvear 300,USD 70.000
Callao 400,USD 55.000
Corrientes  al 1400,Consultar precio
"Av. Pellegrini 3400, Piso 3",USD 40.000
Maiztegui 3000,USD 210.000
"Chacabuco 1200, Piso 1",USD 48.000
INCLAN 315500,USD 150.000
Guido Spano 2200,USD 260.000
El Espinillo  3600,USD 152.000
Cabrera  700,USD 175.000
Cnel R L Falcon 1500,USD 68.000
DORREGO 1000,USD 98.000
Gral Mansilla 200,USD 95.000
Famailla 800,USD 198.000
Venezuela 3600,USD 95.000
Tapalqué 700,USD 247.000
"Gral. Acha 100, Piso 1",USD 105.000
la Alpaca  1000,USD 140.000
Virrey Cisneros 4400,USD 190.000
guido spano 1400,USD 59.000
"MAESTRO MERCEDES LASCANO  100, Piso PB",USD 53.000
Castelli al 400,USD 1.500.000
Ombú 100,USD 48.000
Acevedo 4000,USD 64.000
Cnel Brandsen 3200,USD 41.000
Santiago y Pellegrini,USD 89.000
Corrientes 1800,USD 1.150.000
16 De Enero 8800,USD 100.000
Av Arturo Illia  al 300,USD 415.000
Uruguay 2400,USD 222.000
Los Pasos del Jockey Club - Barrio 100,USD 100.000
Av Arturo Illia  al 1500,USD 110.000
Santa Fe 2800,USD 140.000
Maipu al 2000,USD 67.000
Av. Francia 945 '9 A,USD 46.000
Ov. Lagos 86 bis '02-02,USD 48.000
Avenida Francia al 1600,USD 210.000
"Sargento Cabral 500, Piso 1",USD 165.000
"AGUADAS BARRIO CERRADO, FUNES",USD 519.000
