Rank,title,AuthorName,Language,Price_normal,Id
2534,Burning God,R.F. Kuang,Engelsk,65.17,9780008339166
2535,In Bed With the Devil,Lorraine Heath,Engelsk,47.46,9780061983368
2536,Burn,Herman Pontzer,Engelsk,89.95,9780141990187
2537,"Genesis 16-50, Volume 2",Gordon John Wenham,Engelsk,242.32,9780310585862
2538,Dragon Reborn,Robert Jordan,Engelsk,60.51,9780748115365
2539,Doctor Who: Knock! Knock! Who's There? Joke Book,Doctor Who,Engelsk,51.19,9781405946797
2540,Cracking the Symbol Code,Tim Wallace-Murphy,Engelsk,94.95,9781780282534
2541,Girl in Pieces,Kathleen Glasgow,Engelsk,54.95,9781786071392
2542,"Gud, Menneske, Kosmos",Johannes Sløk,Dansk,49.95,9788702116618
2543,Min fynske barndom,Carl Nielsen,Dansk,79.95,9788702173147
2544,Korrektioner,Jonathan Franzen,Dansk,49.95,9788702227949
2545,Constance Ring,Amalie Skram,Dansk,49.95,9788702235357
2546,Under bjælken,Jens Andersen,Dansk,129.95,9788702248395
2547,Hjem er en retning,Julie Sten-Knudsen,Dansk,49.95,9788702253252
2548,Modløber,Bent Jensen,Dansk,129.95,9788702383300
2549,Morgenthalers Dyrefabler: Lille Puha og tre andre fabler,Anders Morgenthaler,Dansk,69.95,9788711321225
2550,Jul hele året,Thomas Winding,Dansk,79.95,9788711394694
2601,Arabella - den Berygtede Lady,Carole Mortimer,Dansk,29.95,9788743508786
2602,Den døende Dandy,Mari Jungstedt,Dansk,74.95,9788771082913
2603,Regnbuen ender ved Ferry Lane Marked,Nicola May,Dansk,159.95,9788775622054
2604,Hold mig,Sue Johnson,Dansk,269.95,9788792542687
2605,Kræmmerfund og kærlighed,Ewa Klingberg,Dansk,79.95,9788712060772
2606,Haabet,Mich Vraa,Dansk,99.95,9788711677773
2607,Cheat Sheet,Sarah Adams,Engelsk,9.95,9781472297044
2608,Tove Ditlevsen om sig selv,Tove Ditlevsen,Dansk,49.95,9788702187335
2609,Ar,Jørn Lier Horst,Dansk,159.95,9788770078696
2610,Vingårdens hemmelighed,Kristin Harmel,Dansk,209.95,9788712075134
2611,Efterforsket,Stine Bolther,Dansk,199.95,9788740070873
2612,Mit forjættede land,Ari Shavit,Dansk,129.95,9788774672661
2613,Europa,Timothy Garton Ash,Dansk,239.95,9788712076247
2614,Turen går til Kreta,Ida Frederikke Ferdinand,Dansk,35,9788740057157
2615,Ehrengard,Karen Blixen,Dansk,79.95,9788702414691
2616,Turen går til Athen og det græske fastland,Stig Vognæs,Dansk,35,9788740058536
2617,Lille Jonna,KIRSTEN THORUP,Dansk,49.95,9788702144291
2618,Opklaret,Stine Bolther,Dansk,139.95,9788740052732
2619,Accelerate,Jez Humble,Engelsk,116.91,9781942788355
2620,Hobbit,J. R. R. Tolkien,Engelsk,51.19,9780007322602
2621,Filthy Beautiful Lies,Kendall Ryan,Engelsk,36.27,9780008133856
2622,Liftoff,Eric Berger,Engelsk,65.17,9780008445645
2623,150 Best Tiny Space Ideas,Francesc Zamora,Engelsk,149.95,9780062966209
2624,Last Devil To Die,Richard Osman,Engelsk,139.95,9780241992418
2625,Eye of the Needle,Ken Follett,Engelsk,129.95,9780330465564
2626,Stuff Matters,Mark Miodownik,Engelsk,84.95,9780544237049
2627,Revelation Space,Alastair Reynolds,Engelsk,51.19,9780575087743
2628,Knight of Pleasure,Anderson,Engelsk,34.99,9780857150509
2629,To Love Again,Anderson,Engelsk,34.99,9780857155191
2630,Richer Than God,David Conn,Engelsk,37.2,9780857386809
2631,Protecting What s Mine,Lucy Score,Engelsk,55.85,9781399726870
2632,Inadequate Heir,Danielle L. Jensen,Engelsk,84.95,9781405955881
2633,Equal Rites,Terry Pratchett,Engelsk,84.95,9781407034478
2634,Wyrd Sisters,Terry Pratchett,Engelsk,84.95,9781407034621
2635,Deep Economy,Bill McKibben,Engelsk,147.34,9781429906371
2636,Complete French (Learn French with Teach Yourself),Gaelle Graham,Engelsk,37.2,9781444154719
2637,Beautiful Game?,David Conn,Engelsk,89.95,9781446420423
2638,Ready Player Two,Ernest Cline,Engelsk,79.95,9781473539754
2639,Endurance,Scott Kelly,Engelsk,89.95,9781473543195
2640,Homelands,Timothy Garton Ash,Engelsk,169.95,9781473585669
2641,On Killing,Dave Grossman,Engelsk,222.24,9781497629202
2642,Emotional Life of Populism,Eva Illouz,Engelsk,187.13,9781509558209
2643,Court of Mist and Fury,Maas Sarah J. Maas,Engelsk,84.95,9781526634252
2644,Sociopath Next Door,Martha Stout,Engelsk,65.17,9781529331288
2645,Handbook for Hard Times,Gelong Thubten,Engelsk,102.46,9781529370638
2646,Pattern Magic 2,Tomoko Nakamichi,Engelsk,37.2,9781529429916
2647,That Time I Got Drunk and Saved a Demon,Kimberly Lemming,Engelsk,55.85,9781529431247
2648,Namibia,Chris McIntyre,Engelsk,165.6,9781784771263
2649,Mozambique,Philip Briggs,Engelsk,165.6,9781784775162
2650,Botswana,Chris McIntyre,Engelsk,175.43,9781784775483
2651,Reliquary,Preston and Child,Engelsk,70.1,9781784970499
2652,Zimbabwe,Paul Murray,Engelsk,165.6,9781841627717
2653,100 Great Breads,Paul Hollywood,Engelsk,34.95,9781844038503
2654,Blood Slave,Kim Dare,Engelsk,29.95,9781907280320
2655,Small by Small,Ike Anya,Engelsk,140.32,9781914518102
2656,Alice in wonderland,Lewis Carroll,Engelsk,11.45,9786155529474
2657,Vejen til Lagoa Santa,Henrik Stangerup,Dansk,49.95,9788702103182
2658,"Krigeren, Borgeren og Taberen",Henrik Dahl,Dansk,49.95,9788702107838
2659,Når forretningen kommunikerer,Jesper Højberg Christensen,Dansk,84.95,9788702108514
2660,Silas 7 - Silas møder Matti,Cecil Bødker,Dansk,49.95,9788702196085
2661,Europas ambassade,Jens Christian Grøndahl,Dansk,49.95,9788702212624
2662,Ene og alene,Frederik Dessau,Dansk,49.95,9788702215243
2663,Igors æblehave,Bjørn Harvig,Dansk,49.95,9788702226096
2664,Det skaldede spøgelse,Barbara Wren,Dansk,49.95,9788702228540
2665,Den sorte bog,Orhan Pamuk,Dansk,49.95,9788702253368
2666,Ravnenes hvisken - Bog 3,Malene Sølvsten,Dansk,139.95,9788702255089
2667,Rørte vande,Kerstin Ekman,Dansk,49.95,9788702256819
2668,Skrabelodder,Kerstin Ekman,Dansk,49.95,9788702256826
2669,Det er ikke nok at overleve,Herbert Pundik,Dansk,49.95,9788702259131
2670,Skab balance i krop og sind,Vivian Birlie,Dansk,79.95,9788702287448
2671,Au pair,Sanne Munk Jensen,Dansk,129.95,9788702325423
2672,Lejligheden i Paris,Kelly Bowen,Dansk,129.95,9788702373806
2673,Salsa - Umas bog,Laura Ringo,Dansk,129.95,9788702395334
2674,21 måder at dø,Sarah Engell,Dansk,79.95,9788711344644
2675,Den gamle mand og havet,ernest hemingway,Dansk,99.95,9788711378397
2676,Min kamp IV,Karl Ove Knausgaard,Dansk,99.95,9788711404737
2677,Min kamp V,Karl Ove Knausgaard,Dansk,99.95,9788711405925
2678,Kampen om Næsbygård,Morten Korch,Dansk,79.95,9788711481912
2679,Den svære kærlighed,Christina Copty,Dansk,149.95,9788711683590
2680,Det Kongelige Teaters historie (1875-1878),Robert Neiiendam,Dansk,79.95,9788711708064
2681,Hvor der er vilje,Jeffrey Archer,Dansk,99.95,9788711713266
2682,Folk of the Air (2) - Kongen af mørke,Holly Black,Dansk,59.95,9788711982860
2683,Folk of the Air (3) - Dronningen af intet,Holly Black,Dansk,59.95,9788711994764
2684,Lenins bodyguard,Leif Davidsen,Dansk,199.95,9788711996652
2685,Døden på stranden,Ann Cleeves,Dansk,79.95,9788712059233
2686,Den fjerde rytter,Jeanette Varberg,Dansk,209.95,9788712064473
2687, Efterklang,An Yu,Dansk,179.95,9788712075042
2688,Maleriets forbandelse,Benjamin Asmussen,Dansk,209.95,9788712075998
2689,Det moderne gennembrud,Hans Hertel,Dansk,79.95,9788726133455
2690,Knæfaldet efter 9. april. En historisk studie og en bedømmelse,Erling Foss,Dansk,49.95,9788726321869
2691,Folk of the Air (4) Den stjålne arving,Holly Black,Dansk,149.95,9788727019475
2692,Oldkristne tekster. Bind 3,Søren Giversen,Dansk,129.95,9788728564165
2693,Turen går til Polen,Lise Hannibal,Dansk,35,9788740055603
2694,Turen går til Cypern,Dorte Krogh,Dansk,35,9788740055610
2695,Sigurd fortæller om kvinders stemmeret,Sigurd Barrett,Dansk,19.95,9788740087482
2696,Turen går til Grønland,Svend Erik Nielsen,Dansk,39.95,9788740089516
2697,Boafgiftsloven med lovforarbejder 2019,Carsten Høj Rasmussen,Dansk,10,9788740446166
2698,Bibelske motiver hos William Blake,Elisabeth Engell Jessen,Dansk,119.95,9788741004549
2699,Når solkysten kalder,Dorte Olsen,Dansk,129.95,9788743050131
2700,Godsets Herskerinde,Carole Mortimer,Dansk,29.95,9788743508724
2751,Lord John and the Brotherhood of the Blade,Diana Gabaldon,Engelsk,65.17,9781446494196
2752,Lord John and the Hand of Devils,Diana Gabaldon,Engelsk,65.17,9781446494202
2753,Lord John And The Private Matter,Diana Gabaldon,Engelsk,65.17,9781446494219
2754,First Blood,David Morrell,Engelsk,29.95,9781472202505
2755,Complete Witcher,Andrzej Sapkowski,Engelsk,316.9,9781473232488
2756,Virgins,Diana Gabaldon,Engelsk,65.17,9781473538016
2757,"Cook, Eat, Repeat",Nigella Lawson,Engelsk,169.95,9781473576797
2758,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,Albert Pike,Engelsk,11.59,9781515454144
2759,Glucose Revolution,Jessie Inchauspé,Engelsk,84.95,9781780725246
2760,Hard & Heart 4: Ein Macho fürs Mäuschen,Sara-Maria Lukas,Tysk,29.95,9783864952685
2761,Man gjorde et barn fortræd,Tove Ditlevsen,Dansk,49.95,9788702097245
2762,Og tilsidst går verden under,Peter Asmussen,Dansk,49.95,9788702157482
2763,Seksualitet og tantra,Neel Fasting,Dansk,49.95,9788702187236
2764,1984,George Orwell,Dansk,79.95,9788702191271
2765,Kropslig intelligens,Kristoffer Glavind Kjær,Dansk,79.95,9788702221657
2766,Sene fortællinger,Thomas Mann,Dansk,49.95,9788702259919
2767,Ét liv Én tid Ét menneske,Morten Albaek,Dansk,129.95,9788702260076
2768,Viking,Jeanette Varberg,Dansk,129.95,9788702283778
2769,7 gode vaner (Jubilæumsudgave),Stephen R. Covey,Dansk,129.95,9788702301205
2770,Wim Hof-metoden,Wim Hof,Dansk,129.95,9788702307665
2771,Illuminationen af alt,Signe Gjessing,Dansk,129.95,9788702372014
2772,Visdomshjulet,Alberto Villoldo,Dansk,79.95,9788702372144
2773,Spor af håb,Kelly Rimmer,Dansk,129.95,9788702390636
2774,Kvinden på isen,Frida Skybäck,Dansk,129.95,9788702394634
2775,Frivilligt moderskab,Thit Jensen,Dansk,69.95,9788711492147
2776,Kongeligt bytte,Nick Carter,Dansk,99.95,9788711576861
2777,Kaj Munk. Liv og død,Bjarne Nielsen Brovst,Dansk,79.95,9788711663547
2778,Når vi alle bliver mødre,Charlotte Strandgaard,Dansk,79.95,9788711710289
2779,Mit livs vennepunkter,Johannes Møllehave,Dansk,69.95,9788711819982
2780,Folk of the Air (1) - Prinsen af ondskab,Holly Black,Dansk,59.95,9788711982457
2781,Skrøner,Jørn Riel,Dansk,179.95,9788711988367
2782,Tres kilo solskin,Hallgrímur Helgason,Dansk,179.95,9788711998625
2783,Factfulness - Hvordan den moderne verden virkelig skal forstås,Ola Rosling,Dansk,199.95,9788726012279
2784,Verden i flammer 2 - Byron og Natalie,Herman Wouk,Dansk,99.95,9788726337518
2785,Verden i flammer 3 - Paradis-ghettoen,Herman Wouk,Dansk,99.95,9788726337525
2786,Dødens Dilemmaer 6 - Det svageste led,Lotte Dalgaard,Dansk,39.95,9788726365160
2787,Dødens Dilemmaer 5 - De slemme syv,Lotte Dalgaard,Dansk,39.95,9788726365207
2788,Lev sundt - med vitaminer og mineraler,Henrik Dilling,Dansk,149.95,9788727009353
2789,Sallys far er skidesjov,Thomas Brunstrøm,Dansk,69.95,9788727024172
2790,Meyers bageskole for børn,Claus Meyer,Dansk,199.95,9788727124841
2791,Det gode helbred,Jens Jepson,Dansk,139.95,9788740015935
2792,Stenalderkost,Thomas Rode Andersen,Dansk,139.95,9788740018967
2793,Tarme i topform,Majbritt Engell,Dansk,159.95,9788740035544
2794,Den tyske pige,Armando Lucas Correa,Dansk,109.95,9788740038767
2795,Turen går til New York,Minna Skau,Dansk,35,9788740063752
2796,Varieté. Eva og Anna,Søren Pilmark,Dansk,199.95,9788740080599
2797,Lincoln Highway,Amor Towles,Dansk,199.95,9788740082357
2798,Ved Vejen,Herman Bang,Dansk,9.95,9788740470109
2799,Kunsten at elske,Erich Fromm,Dansk,99.95,9788741274133
2800,Midnatssolens Rige 1: Troldmanden i træet,John Kenn Mortensen,Dansk,129.95,9788741522531
2701,Den Sidste Erobring,Carole Mortimer,Dansk,29.95,9788743508755
2702,Idioten,Fjodor Dostojevskij,Dansk,79.95,9788763847209
2703,Søsterklokkerne,Lars Mytting,Dansk,129.95,9788763861724
2704,Røgslør,Jørn Lier Horst,Dansk,89.95,9788770072564
2705,En anden verden,Lill Rastad Bjørst,Dansk,109.95,9788770560764
2706,Hovedpine,Mia Damhus,Dansk,49.95,9788770700344
2707,Hoveddamens nabohjælp,Iben Danielsen,Dansk,129.95,9788770707145
2708,Mord i nærheden,Iben Danielsen,Dansk,169.95,9788770707350
2709,Det ulmende oprør,Sabaa Tahir,Dansk,149.95,9788771058963
2710,I denne søde sommertid,Mari Jungstedt,Dansk,74.95,9788771082920
2711,Tykkere end vand,Carin Gerhardsen,Dansk,74.95,9788771598346
2712,Overvågning,Anders Albrechtslund,Dansk,49.95,9788771841107
2713,Krig og fred,Leo Tolstoj,Dansk,39.95,9788771940480
2714,Om at Bo Småt og Leve Godt,Anders Boisen,Dansk,150,9788771963052
2715,Stoiske leveregler,Epiktet,Dansk,129.95,9788772388397
2716,Allerkæreste veninde,Mette Korsgaard,Dansk,119.95,9788773399972
2717,Den danske drøm om revanche,Lars Christensen,Dansk,139.95,9788774674900
2718,Stjernehimlen over Ferry Lane Marked,Nicola May,Dansk,159.95,9788775622047
2719,Tynd is,Mikael Engström,Dansk,209.95,9788779169791
2720,Hundes og ulves adfærd,Freddy Worm Christiansen,Dansk,119.95,9788790828790
2721,Praktisk stresscoaching,Bjarne Toftegård,Dansk,219.95,9788791913402
2722,Yacoubians hus,Alaa al Aswany,Dansk,79.95,9788793166295
2723,Olavs drømme,Jon Fosse,Dansk,129.95,9788793209947
2724,At danse med nervesystemet,Ulla Rung Weeke,Dansk,129.95,9788793525696
2725,Jeppe På Bjerget,Ludvig Holberg,Dansk,12,9788793540019
2726,Akilleshæl,Karina Kring Nicolaisen,Dansk,109.95,9788794377898
2727,Apokalypsens engle: Thriller #2 i Mirrin Bank-trilogien,Johan Ottosen,Dansk,129.95,9788797094440
2728,ZAM,Jesper Wung-Sung,Dansk,69.95,9788797399064
2729,"Ledelse tæt på praksis - gode råd til dig, der leder mennesker",Mie Heinfelt,Dansk,199.95,9788797461815
2730,Advokatens marionetdukke,Pernille Kim Vørs,Dansk,189.95,9788799952625
2731,Skamløkken - 4,Kamilla Oresvärd,Dansk,79.95,9789180343169
2732,Afklædt,Maj-Britt Randklit,Dansk,59.95,9788794159753
2733,Fanden tage dig,Niels Frank,Dansk,129.95,9788702366020
2734,Blodregn,Inger Gammelgaard Madsen,Dansk,64.95,9788799794423
2735,Turen går til Madrid,Christian Martinez,Dansk,35,9788740034561
2736,Til paradis,Hanya Yanagihara,Dansk,199.95,9788740081367
2737,De fem ringes bog,Miyamoto Musashi,Dansk,74.95,9788791493447
2738,Elskede ukendte,KIRSTEN THORUP,Dansk,49.95,9788702144345
2739,Vildskud,Julie Hastrup,Dansk,159.95,9788740064353
2740,Lær at brodere,Lizzi Damgaard,Dansk,49.95,9788702194210
2741,Turen går til Skuldborg,Heidi Frank Svømmekjær,Dansk,39.95,9788740051629
2742,Hvordan mindsker vi uligheden i sundhed?,Signild Vallgårda,Dansk,34.95,9788793773448
2743,All in,Erik Bork,Dansk,129.95,9788772004716
2744,Final Strife,Saara El-Arifi,Engelsk,59.95,9780008450427
2745,Scottish Prisoner,Diana Gabaldon,Engelsk,119.95,9780345533494
2746,Disappearance of Astrid Bricard,,Engelsk,9.95,9780751582307
2747,"Gender, Intersectionality and Climate Institutions in Industrialised States",,Engelsk,34.99,9781000397529
2748,Pretend You're Mine,Lucy Score,Engelsk,55.85,9781399726788
2749,Mask Falling,Shannon Samantha Shannon,Engelsk,94.95,9781408865590
2750,Achilles in Vietnam,Jonathan Shay,Engelsk,154.95,9781439124925
2801,Klinikstart,Lene Friis,Dansk,139.95,9788743037538
2802,En engel i Warszawa,Lea Kampe,Dansk,149.95,9788743403104
2803,The Inheritance Games - Arvingerne,Jennifer Lynn Barnes,Dansk,149.95,9788743403654
2804,Mary - eller skabelsen af Frankenstein,Anne Eekhout,Dansk,269.95,9788743404033
2805,Flugt,Carl Frode Tiller,Dansk,159.95,9788743404200
2806,"Hvad er det, der gør jul til noget særligt? (TV-version)",Peter Sander Andersen,Dansk,34.95,9788759892749
2807,Tantra og kærlighed,Jes Bertelsen,Dansk,129.95,9788763847667
2808,Kærlighedsbrevet,Lucinda Riley,Dansk,129.95,9788763856560
2809,de,Helle Helle,Dansk,129.95,9788763857635
2810,Et minuts stilhed,Siegfried Lenz,Dansk,130.78,9788770704427
2811,Den glemte boghandel i Paris,Daisy Wood,Dansk,159.95,9788771166811
2812,Lerlandet,Linette Harpsøe,Dansk,159.95,9788771716122
2813,Bedemandens datter,Sara Blaedel,Dansk,179.95,9788771801996
2814,Khirbet Khizeh – Slagmark,S. Yizhar,Dansk,109.95,9788771832907
2815,Den dårlige samvittighed,Pernilla Ericson,Dansk,179.95,9788771919806
2816,Den essentielle KETO-kogebog,Cheryl Fayolle,Dansk,199.95,9788771962451
2817,At tænke juridisk,Jens Evald,Dansk,149.95,9788771989267
2818,Probiotika,Helle Forum,Dansk,129.95,9788772004792
2819,Perleunivers,Anja Takacs,Dansk,159.95,9788773398166
2820,At elske er ikke en følelse,Amanda Lagoni,Dansk,209.95,9788773399583
2821,Kommandantens sekretær,Pam Jenoff,Dansk,159.95,9788775621910
2822,Tværæstetisk læring,Ida Hamre,Dansk,79.95,9788776841454
2823,Knuder der holder,Niels Vestergaard,Dansk,55.78,9788791062681
2824,Dem der flygter og dem der bliver,Elena Ferrante,Dansk,109.95,9788792884695
2825,Gårdhistorie- Brandlund,Lokalhistorisk Forening Brande,Dansk,40,9788792957115
2826,Den store antiinflammatoriske kostguide,Martin Kreutzer,Dansk,199.95,9788793430044
2827,Samtalekort til kærestepar,Lou Noire,Dansk,44.95,9788793515895
2828,Vild med bønner,Betina Hastoft,Dansk,139.95,9788793867116
2829,"Sigurd Snegl – kan mere, end han tror",Bettina Mouritzen Christoffersen,Dansk,99.95,9788793951730
2830,"Erotik og sex: De Grå Sider, retro 2",rapport Publishing,Engelsk,39.95,9788799596270
2831,Erotik og sex: De Grå Sider RETRO 3,Læsere Ugens rapport,Dansk,24.95,9788799596294
2832,Bogen om spirer,Karina Villumsen,Dansk,59.95,9788799967322
2833,Splitsekund,David Baldacci,Dansk,99.95,9788711994375
2834,Solsikkesøstrene,Martha Hall Kelly,Dansk,199.95,9788740073478
2835,Kun et liv,Sara Blaedel,Dansk,69.95,9788771083002
2836,Kunsten at være fucking ligeglad,Mark Manson,Dansk,189.95,9788793681187
2837,Sanitøren: Springet 2,Inger Gammelgaard Madsen,Dansk,39.95,9788711817018
2838,Peters kærlighed,Mich Vraa,Dansk,129.95,9788711845097
2839,Skår,Bret Easton Ellis,Dansk,199.95,9788727024493
2840,Påvirk politik på alle platforme,Benjamin Rud Elberth og Peter Mose,Dansk,249.95,9788797438718
2841,Kunsten at glædes,Goliarda Sapienza,Dansk,219.95,9788773399224
2842,Vaffelbageri med udsigt,Karin Härjegård,Dansk,129.95,9788702398045
2843,Slip dine malerier løs,Ragnhild Bach Ølgaard,Dansk,69.95,9788791703164
2844,Hopeless,,Engelsk,55.85,9780349437750
2845,Morgen og aften,Jon Fosse,Dansk,149.95,9788793209831
2846,Dommeren i Helsingør,Lars Kjædegaard,Dansk,189.95,9788702412277
2847,Death on the Nile,Agatha Christie,Engelsk,51.19,9780007422289
2848,Staffordshire Bull Terrier,Alison Smith,Engelsk,59.95,9780007544301
2849,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Engelsk,94.95,9780061907999
2850,Good to Great,Jim Collins,Engelsk,169.95,9780062119209
2851,DK Eyewitness Amsterdam,DK Eyewitness,Engelsk,55.85,9780241626610
2852,Signs,Laura Lynne Jackson,Engelsk,79.95,9780349424200
2853,Trusted Advisor: 20th Anniversary Edition,David H. Maister,Engelsk,154.95,9780743205443
2854,Reconnected Kids,Robert Melillo,Engelsk,154.95,9781101479032
2855,Egyptomania: Our Three Thousand Year Obsession with the Land of the Pharaohs,Bob Brier,Engelsk,119.95,9781137401465
2856,"Harvest Moon Light of Hope, Switch, PS4, PC, Fishing, Achievements, Animals, Mining, Cheats, Strategy, Game Guide Unofficial",HSE Guides,Engelsk,42.01,9781387928910
2857,Say You Swear,Meagan Brandy,Engelsk,55.85,9781398719491
2858,Playing to Win,A. G. Lafley,Engelsk,315.98,9781422187401
2859,Lean Thinking,James P. Womack,Engelsk,185.91,9781439135952
2860,Courage to Be Disliked,Ichiro Kishimi,Engelsk,142.18,9781501197291
2861,Temporary Mark,Kim Dare,Engelsk,34.99,9781781842843
2862,Dark Forest,Cixin Liu,Engelsk,70.1,9781784971588
2863,Death's End,Cixin Liu,Engelsk,70.1,9781784971625
2864,Return to Duty,Elizabeth Hollows,Engelsk,46.7,9781839430527
2865,Candy Magic,M.C. Roth,Engelsk,46.7,9781839433061
2866,Hex Hall,Rachel Hawkins,Engelsk,71.23,9781847389893
2867,Study of Man,Rudolf Steiner,Engelsk,75.95,9781855843592
2868,Finding Love,Anderson,Engelsk,29.95,9781907280054
2869,Førkrigstid,KIRSTEN THORUP,Dansk,49.95,9788702095876
2870,Kend din kerneopgave,Morten Christensen,Dansk,79.95,9788702124309
2871,Purity,Jonathan Franzen,Dansk,49.95,9788702148213
2872,Spørg,Edgar H. Schein,Dansk,49.95,9788702156171
2873,Paganinikontrakten,Lars Kepler,Dansk,79.95,9788702158588
2874,Nordiske myter og sagn,Vilhelm Grønbech,Dansk,49.95,9788702254341
2875,Den brogede oplysning,Thomas Bredsdorff,Dansk,79.95,9788702290783
2876,En hårfin balance,Rohinton Mistry,Dansk,49.95,9788702319996
2877,Syersken fra Paris,Fiona Valpy,Dansk,129.95,9788702320930
2878,For enden af vejen,Lars Kjædegaard,Dansk,79.95,9788702324198
2879,Liget på Buckingham Palace,SJ Bennett,Dansk,129.95,9788702390124
2880,Familiens hemmeligheder,Frida Skybäck,Dansk,129.95,9788702390483
2881,Mus og mænd,John Steinbeck,Dansk,99.95,9788711326664
2882,Det hele menneske,Hilmar Wulff,Dansk,69.95,9788711854891
2883,Ghostwriter,Steffen Jacobsen,Dansk,169.95,9788711909249
2884,Vaniljehuset,Mich Vraa,Dansk,149.95,9788711986646
2885,Kvinder og magt,Mary Beard,Dansk,119.95,9788712057154
2886,Når violerne blomstrer,Sarah Jio,Dansk,79.95,9788712060239
2887,Smagen af Kina,Xinxin Ren Gudbjörnsson,Dansk,209.95,9788712076049
2888,Marxisme og leninisme for begyndere,John Max Pedersen,Dansk,69.95,9788726139471
2889,Den nittende ø,Thomas Bagger,Dansk,179.95,9788740077919
2890,Iværksætter - Grundbog til dig der vil være selvstændig,John Hannover,Dansk,54.95,9788740423402
2891,Huset Ushers fald,Edgar Allan Poe,Dansk,26.93,9788740440157
2892,Den Store Plan,Sten Melson,Dansk,44.95,9788743083603
2893,Romeo og Julie,William Shakespeare,Dansk,49.95,9788755950511
2894,Diskursanalytisk metode,Anne Klara Bom,Dansk,129.95,9788759324561
2895,En fortælling om blindhed,Jose Saramago,Dansk,129.95,9788763847544
2896,Den nye jarl,Lisa Kleypas,Dansk,79.95,9788763855907
2897,Som offer til Molok,Åsa Larsson,Dansk,89.95,9788770538350
2898,Slagteren fra Lille Burma,Håkan Nesser,Dansk,89.95,9788770539258
2899,Pengarrocks hemmelighed,Liz Fenwick,Dansk,159.95,9788771166699
2900,Syv satans lange dage,Jonathan Tropper,Dansk,89.95,9788771461282
2951,Unwell Women,Elinor Cleghorn,Engelsk,29.95,9781474616881
2952,Unofficial Book of Cricut Crafts,Crystal Allen,Engelsk,154.95,9781510757158
2953,This Much is True,Miriam Margolyes,Engelsk,55.85,9781529379914
2954,Ballad of Never After,Stephanie Garber,Engelsk,55.85,9781529380989
2955,Body in the Bookshop,Helen Cox,Engelsk,37.2,9781529402247
2956,Botanical Soaps,Marta Tarallo,,94.95,9781787136694
2957,Broken Places,Tracy Clark,Engelsk,12.37,9781800323599
2958,Borrowed Time,Tracy Clark,Engelsk,24.95,9781800323605
2959,What You Don't See,Tracy Clark,Engelsk,24.95,9781800323612
2960,Butlerian Jihad,Brian Herbert,Engelsk,51.19,9781848943407
2961,Machine Crusade,Brian Herbert,Engelsk,60.51,9781848943414
2962,Battle Of Corrin,Brian Herbert,Engelsk,41.86,9781848943421
2963,Sufi Doctrine of Rumi,William C. Chittick,Engelsk,94.95,9781935493501
2964,Profeterne i Evighedsfjorden,Kim Leine,Dansk,129.95,9788702109030
2965,Edens gave,Svend Åge Madsen,Dansk,49.95,9788702146974
2966,Leadership pipeline,Ram Charan,Dansk,79.95,9788702164046
2967,Sæt dig selv fri,Pernille Melsted,Dansk,49.95,9788702165913
2968,Den lille bog om energimedicin,Donna Eden,Dansk,79.95,9788702189636
2969,Energimedicin i praksis,Donna Eden,Dansk,49.95,9788702189643
2970,Jeg elsker mig,David Hamilton,Dansk,49.95,9788702228380
2971,Et år med Britta Nielsen,Emil Herskind,Dansk,129.95,9788702330335
2972,Modeltog,Rolf Sylvester-Hvid,Dansk,99.95,9788711344637
2973,Sven Tveskæg bind 1 - Danernes sidste viking,Preben Mørkbak,Dansk,129.95,9788711412312
2974,Vokseværk,Poul Nyrup Rasmussen,Dansk,99.95,9788711415092
2975,En rejse gennem Spaniens historie,Svend-Arne Jensen,Dansk,79.95,9788711578575
2976,Copyman,Steen Harvig,Dansk,79.95,9788711625156
2977,Sanitøren: Jakken 3,Inger Gammelgaard Madsen,Dansk,39.95,9788711817025
2978,Sanitøren: Nye spor 4,Inger Gammelgaard Madsen,Dansk,39.95,9788711817032
2979,Sanitøren: Du er den næste 5,Inger Gammelgaard Madsen,Dansk,39.95,9788711817049
2980,Sanitøren: Oprydning 6,Inger Gammelgaard Madsen,Dansk,39.95,9788711817056
2981,Du tror vel ikke på spøgelser?,Othmar Franz Lang,Dansk,69.95,9788726148893
2982,Mit system,J P Muller,Dansk,49.95,9788726162424
2983,DNSAP. Danske nazister 1930-45,Malene Djursaa,Dansk,99.95,9788726623840
2984,Hoppebolden,Søren Jessen,Dansk,149.95,9788727009964
2985,Grundtvig,P.G. Lindhardt,Dansk,69.95,9788728333600
2986,Anden Verdenskrig,Søren Mørch,Dansk,39.95,9788740015973
2987,Amdi bliver til,Rune Skyum-Nielsen,Dansk,199.95,9788740058031
2988,Turen går til Norge,Steen Frimodt,Dansk,35,9788740069853
2989,Frankenstein genfortalt,Kenneth Bøgh Andersen,Dansk,179.95,9788740072884
2990,Unge Mungo,Douglas Stuart,Dansk,199.95,9788740079753
2991,Fleksjob,Mona Walther,Dansk,95,9788740430592
2992,Lejeloven med lovforarbejder 2019,Carsten Høj Rasmussen,Dansk,10,9788740441345
2993,Markedsføringshåndbogen,Dorthe Klyvø,Dansk,159.95,9788740653373
